LIMIT_BAL,total_bill,default,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,AGE_BIN,BAL_BIN
360000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
100000,37010,1,0,0,0,2,2,2,1,1,0,1,0,1,3031,3924,7344,7084,7952,7675,2,1
120000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
240000,7230,1,-1,-1,-1,-1,-2,-2,1,1,0,0,0,0,3943,2968,319,0,0,0,2,2
390000,204144,1,0,0,2,0,0,-2,1,0,1,0,0,0,48390,52287,51180,52287,0,0,2,2
180000,84915,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1596,833,0,1833,70057,10596,2,2
200000,1858,1,-2,-2,-2,-2,-1,-1,0,0,0,1,0,0,0,0,0,0,1858,0,2,2
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
150000,482662,1,0,0,0,0,0,0,1,1,1,1,1,1,145272,111496,101985,56484,38646,28779,3,2
200000,785,1,1,-2,-2,-2,-2,-2,1,0,0,0,0,0,24,761,0,0,0,0,2,2
80000,479222,1,2,0,-1,0,0,0,1,1,1,1,1,1,89898,85392,75764,77833,73587,76748,3,1
50000,119375,1,0,0,0,0,0,0,1,1,1,1,1,1,33744,22981,15825,16798,14629,15398,3,1
50000,257079,1,0,0,0,0,0,-2,1,1,1,0,0,0,73333,65967,58814,58965,0,0,2,1
120000,529232,1,2,0,0,0,2,2,1,1,1,1,1,1,81998,82745,85408,91567,92773,94741,3,1
500000,8163,1,-1,-1,-1,2,-1,0,1,1,0,1,0,1,403,396,5786,383,792,403,2,2
50000,151612,1,0,0,0,0,0,0,1,1,1,1,1,1,46900,25597,26372,16866,17582,18295,3,1
140000,470688,1,0,0,0,0,0,0,1,1,1,1,1,1,128999,133843,131321,26089,25834,24602,3,2
210000,192334,1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1002,4052,4058,65823,60810,56589,2,2
20000,120738,1,0,0,0,0,0,0,1,1,1,1,1,1,13211,14231,16992,19689,37363,19252,3,1
100000,4496,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,231,137,239,293,3247,349,3,1
50000,196632,1,0,0,0,0,0,0,1,1,1,1,1,1,36167,38094,36781,30504,26950,28136,3,1
380000,210933,1,-1,-1,0,-1,0,-1,1,1,1,0,1,1,43758,60772,21879,48041,33459,3024,3,2
80000,487761,1,0,0,0,0,0,0,1,1,1,1,1,1,82079,80258,82106,80282,81414,81622,3,1
30000,180739,1,1,2,0,0,0,0,0,1,1,1,1,1,30734,29283,30394,29781,30382,30165,3,1
160000,11041,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,779,3918,3624,1875,425,420,3,2
90000,262242,1,0,0,0,0,0,0,1,1,1,1,1,1,42566,43567,44860,43875,43756,43618,3,1
30000,656,1,-2,-2,-2,-1,-1,-2,1,0,1,0,0,0,-309,361,-198,802,0,0,3,1
30000,154030,1,2,2,2,2,0,0,0,1,0,1,1,0,24202,23522,26425,25708,26179,27994,3,1
180000,137051,1,0,0,0,0,0,0,1,1,1,1,1,1,20573,21578,22605,23616,24087,24592,3,2
120000,501268,1,1,2,2,2,2,2,1,1,1,1,1,1,79384,81457,83445,84264,85411,87307,3,1
80000,113805,1,0,0,0,-2,-2,-2,1,0,0,0,0,0,72483,41322,0,0,0,0,3,1
120000,659007,1,0,0,0,0,0,0,1,1,1,1,1,1,118738,119260,118172,120582,90926,91329,3,1
80000,444251,1,0,0,0,0,0,0,1,1,1,1,1,1,79862,80912,79608,80581,62438,60850,3,1
500000,8986,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1481,994,196,761,3190,2364,3,2
100000,8020,1,2,3,2,-1,3,2,0,0,1,0,0,1,1545,1377,989,1656,1498,955,3,1
280000,-1179,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1,-190,-196,-201,-206,-196,-190,3,2
80000,10128,1,-1,-1,-1,-2,-2,-1,1,0,0,0,1,0,1228,1185,0,0,0,7715,2,1
30000,181143,1,1,2,2,0,0,0,1,0,1,1,1,1,30194,31414,30065,30467,29960,29043,3,1
70000,105181,1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1030,1132,28268,28090,24480,22181,3,1
90000,163575,1,1,2,2,2,2,0,1,1,1,0,1,1,25953,25730,28019,28262,27517,28094,3,1
230000,77558,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,10539,2412,2615,48349,6421,7222,3,2
60000,395240,1,3,2,0,0,0,0,0,1,1,1,1,1,74799,71584,63826,63720,63816,57495,3,1
20000,97836,1,0,0,0,0,0,0,1,1,1,1,1,1,16155,17202,18133,15153,15438,15755,3,1
80000,374093,1,0,0,0,0,0,0,1,1,1,1,1,1,78947,78194,63930,54397,48851,49774,3,1
140000,382208,1,1,2,0,0,0,0,0,1,1,1,1,1,63679,62069,63475,63761,63778,65446,3,2
30000,46967,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1686,1155,4857,6569,22694,10006,3,1
520000,3399109,1,0,0,0,0,0,0,1,1,1,1,1,0,653090,671594,689662,706903,383191,294669,3,2
90000,5983,1,-2,-2,-2,-2,-2,-2,0,1,1,0,1,1,866,0,2528,896,0,1693,3,1
50000,95892,1,0,0,0,0,0,0,1,1,1,1,0,1,22035,20497,21949,20953,11284,-826,3,1
50000,155986,1,0,0,0,0,0,0,1,1,1,1,1,1,25446,27450,28585,29731,21361,23413,3,1
20000,45671,1,2,2,2,2,0,0,1,1,1,1,1,0,5693,6444,7184,7906,8788,9656,3,1
50000,280722,1,0,0,0,0,0,0,1,1,1,1,1,1,44829,45523,46457,47939,47507,48467,3,1
50000,207081,1,2,2,2,2,2,0,1,1,1,0,1,1,32240,33412,34584,35723,34845,36277,3,1
50000,227812,1,0,0,0,0,0,0,1,1,1,1,1,1,48173,49174,50433,48386,15434,16212,3,1
80000,383261,1,0,0,0,0,0,0,1,1,1,1,1,1,78597,69142,64353,59683,55185,56301,3,1
220000,1004681,1,2,0,0,0,0,0,1,1,1,1,1,1,220066,222867,196517,120573,121674,122984,3,2
250000,6232,1,1,-1,-1,-1,-1,-1,1,1,0,1,0,0,-36,3778,773,0,1717,0,3,2
80000,22770,1,0,0,0,0,0,-1,1,1,1,1,1,1,6190,6103,4756,3023,1696,1002,3,1
360000,71206,1,0,0,0,-2,-2,-2,1,0,0,0,0,1,35651,35774,-65,-87,-44,-23,3,2
110000,317542,1,0,0,0,0,0,0,1,1,1,1,1,1,99229,54238,40131,41383,41316,41245,1,1
200000,1148607,1,0,0,2,0,0,0,1,1,1,1,1,1,186789,206588,201716,177466,184508,191540,1,2
20000,52562,1,0,0,0,0,0,0,1,1,1,1,1,1,6270,7324,8562,9876,10129,10401,1,1
80000,441035,1,2,2,0,0,0,0,0,1,1,1,1,1,71933,70182,72054,73857,75616,77393,3,1
160000,18063,1,1,-1,2,2,-2,-2,1,0,0,0,0,0,0,10170,7893,0,0,0,1,2
20000,13814,1,3,2,2,6,6,6,0,0,0,0,0,0,2409,2403,2398,2392,2403,1809,1,1
20000,99079,1,0,0,2,2,4,3,1,1,1,0,0,1,10175,14912,17345,19434,18888,18325,1,1
50000,143846,1,2,0,0,-1,0,0,1,1,1,1,1,1,47033,48431,44454,956,984,1988,1,1
10000,12769,1,-2,-1,-1,-1,0,0,1,1,1,1,1,1,1022,806,418,3652,3721,3150,1,1
30000,64625,1,0,0,0,0,0,0,1,1,1,1,1,1,7678,8892,10092,11614,12608,13741,1,1
60000,114695,1,2,0,0,0,0,0,1,1,1,1,1,1,27050,25137,21065,17021,12447,11975,1,1
80000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10000,55706,1,1,2,0,0,0,2,0,1,1,1,0,1,9043,8732,8546,9533,10152,9700,1,1
90000,93980,1,1,-2,-1,-1,0,0,0,1,1,1,1,1,0,0,354,33916,30706,29004,1,1
20000,65705,1,2,0,0,2,2,2,1,1,0,1,0,1,8320,9337,12160,11676,12277,11935,1,1
30000,3558,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,1497,417,419,421,0,804,1,1
10000,58464,1,0,0,0,0,0,0,1,1,1,1,1,1,9993,9977,9897,9932,9253,9412,1,1
40000,233415,1,2,0,0,2,2,0,1,1,1,0,1,1,36446,37518,40478,40970,39072,38931,1,1
170000,614280,1,0,0,0,0,0,0,1,1,1,1,1,0,145344,143254,87846,84480,74733,78623,1,2
10000,49252,1,1,2,2,2,2,2,0,1,0,1,0,1,6516,6266,8985,8692,9545,9248,1,1
10000,29183,1,0,0,0,0,0,0,1,1,1,1,1,1,3692,4717,5781,7125,3537,4331,1,1
50000,238970,1,1,2,2,0,-1,0,1,0,1,1,1,1,59210,55560,54089,50002,10144,9965,1,1
60000,356418,1,5,4,3,2,-1,0,0,0,0,1,1,1,67955,65969,64014,61775,51734,44971,1,1
90000,479307,1,2,2,2,2,2,0,1,1,1,0,1,1,88080,90224,91895,91325,59256,58527,1,1
60000,320842,1,2,0,0,0,0,0,1,1,1,1,1,0,60803,60065,61399,60159,38951,39465,1,1
10000,51158,1,0,0,0,0,0,0,1,1,1,1,1,1,7839,8654,7897,8756,8916,9096,1,1
110000,283792,1,0,0,0,0,0,0,1,1,1,1,1,1,58340,57909,47467,47810,45702,26564,1,1
80000,318582,1,0,0,2,2,2,0,1,1,1,0,1,1,10132,59752,62208,62807,61187,62496,1,1
80000,468384,1,0,0,0,0,0,0,1,1,1,1,1,1,81097,81436,79863,76032,73064,76892,1,1
110000,502141,1,0,0,0,0,0,0,1,1,1,1,1,1,107628,100488,80006,70203,70994,72822,1,1
130000,749207,1,2,2,2,0,0,0,1,0,1,1,1,1,137203,139177,133499,133149,103149,103030,1,2
160000,334798,1,2,2,2,-1,0,0,1,0,1,1,1,1,70412,80214,34833,34140,15724,99475,1,2
30000,89785,1,1,2,0,0,2,2,1,1,1,0,1,0,12946,13432,14212,16240,15684,17271,1,1
50000,267785,1,1,2,2,0,0,0,1,0,1,1,1,0,52370,52665,51068,49525,42203,19954,1,1
80000,333921,1,1,2,2,2,2,2,0,1,1,0,1,1,53598,52151,56680,57364,55846,58282,1,1
50000,46467,1,1,2,2,2,2,2,0,1,1,1,1,1,6307,6059,7952,8660,8880,8609,1,1
160000,13540,1,-1,-1,2,-1,0,0,1,1,1,0,1,1,689,3415,2508,4158,1228,1542,1,2
200000,225385,1,2,0,0,0,0,0,1,1,1,1,1,1,72767,53835,34216,26398,22192,15977,1,2
220000,194267,1,1,2,2,2,2,2,0,1,0,1,0,1,30986,30166,33045,32191,34271,33608,1,2
120000,323446,1,0,0,0,0,0,0,1,1,1,1,1,1,59700,57635,58421,49050,49730,48910,1,1
250000,720482,1,0,0,0,0,0,0,1,1,1,1,1,1,149493,119707,111657,114730,110883,114012,1,2
200000,122163,1,-1,0,0,2,0,0,1,1,0,1,1,1,10556,16218,20942,20275,24771,29401,1,2
190000,748586,1,2,2,2,0,0,2,1,0,1,1,1,1,114395,124499,121152,123195,131170,134175,1,2
180000,5878,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,0,772,0,1031,2010,0,2065,1,2
80000,154829,1,0,0,0,-1,0,0,1,1,1,1,1,1,8841,1919,1430,47971,47498,47170,1,1
50000,243562,1,2,2,2,2,2,-2,1,0,1,1,1,1,61140,58380,52779,52509,8945,9809,1,1
100000,453818,1,0,0,2,0,0,0,1,0,1,1,1,1,82268,100789,93250,89859,55395,32257,1,1
260000,19271,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,388,769,4933,3961,3628,5592,1,2
70000,349135,1,0,0,2,4,3,3,1,1,0,1,0,0,51971,55762,61362,59818,60732,59490,1,1
160000,934021,1,4,3,3,3,2,2,1,1,1,0,1,0,152960,152185,155252,157261,153354,163009,1,2
260000,1475053,1,0,0,0,0,0,0,1,1,1,1,1,1,256507,254728,244848,245145,236116,237709,1,2
80000,353253,1,-1,0,0,0,0,0,1,1,1,1,1,1,79687,80962,57802,46353,45340,43109,1,1
200000,15336,1,3,2,2,2,2,2,0,0,0,0,0,0,2543,2554,2565,2577,2554,2543,2,2
100000,3239,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,993,456,472,487,0,831,1,1
130000,627503,1,0,0,0,0,0,0,1,1,1,1,1,1,122487,116429,112863,96164,88926,90634,2,2
160000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
100000,441938,1,0,0,0,0,0,0,1,1,1,1,1,1,100766,99789,99489,94035,14590,33269,1,1
20000,40744,1,1,2,3,2,3,2,1,0,1,0,1,0,4491,7233,6974,7511,7248,7287,1,1
50000,168224,1,0,0,0,0,0,0,1,1,1,1,1,1,25459,27051,28321,29266,28758,29369,2,1
100000,171670,1,2,2,0,0,0,0,0,1,1,1,1,1,27037,26317,27095,28656,30174,32391,2,1
10000,4668,1,2,-1,-1,-2,-2,-2,1,0,0,0,0,0,3611,1057,0,0,0,0,2,1
20000,50420,1,2,0,0,0,2,2,1,1,1,0,1,0,6102,7041,8064,9627,9320,10266,1,1
160000,21770,1,1,2,0,0,0,0,0,1,1,0,1,0,5525,4029,3636,3771,2530,2279,2,2
360000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
50000,282432,1,2,2,2,0,0,0,1,0,1,0,1,1,58219,56804,52859,50246,31833,32471,2,1
140000,535962,1,1,2,2,2,2,2,1,1,1,1,0,1,86151,87941,89451,90576,91706,90137,2,2
390000,11068,1,-2,-2,-2,-2,-2,-2,1,0,0,0,0,0,105,10963,0,0,0,0,2,2
90000,71914,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,71914,0,0,0,0,0,2,1
500000,236399,1,1,-1,-1,2,-1,-1,1,0,0,1,1,1,0,228,232,235,115427,120277,2,2
130000,129341,1,2,2,3,2,0,0,1,0,1,1,1,1,20086,21441,20801,21343,22209,23461,2,2
350000,1473128,1,0,0,0,0,0,0,1,1,1,1,1,1,347843,352670,299884,219077,146396,107258,2,2
10000,52396,1,0,0,0,0,0,0,1,1,1,1,1,1,7535,8141,8758,9347,9554,9061,2,1
460000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
20000,105574,1,0,0,0,0,0,0,1,1,1,1,1,1,18126,17279,16469,17201,17897,18602,2,1
150000,235680,1,2,2,2,2,2,2,1,1,1,1,1,1,47548,40623,39411,37703,38828,31567,2,2
720000,1046611,1,0,0,0,0,0,0,1,1,1,1,1,1,308302,210008,158729,148995,135249,85328,2,2
130000,787362,1,2,2,2,0,0,0,1,0,1,1,1,1,126730,135828,132190,132338,131920,128356,2,2
140000,808395,1,1,2,2,2,2,2,1,1,0,1,1,0,129517,131898,135330,131692,138792,141166,2,2
20000,59320,1,0,0,0,0,0,0,1,1,1,1,1,1,5262,7159,9028,10865,12685,14321,2,1
130000,294310,1,0,0,0,-1,-1,-2,1,1,1,0,0,1,139934,131418,9974,12984,0,0,2,2
210000,1182266,1,2,0,0,0,0,0,1,1,1,1,1,1,196456,194759,193437,195072,199271,203271,2,2
210000,522876,1,1,2,0,0,2,0,0,1,1,0,1,1,89562,85534,86564,89645,85746,85825,2,2
20000,71997,1,0,0,0,0,0,0,1,1,1,1,1,1,11856,13145,14423,15647,16960,-34,1,1
10000,31904,1,1,2,2,2,2,2,1,1,0,1,0,1,3736,3677,5658,5418,6829,6586,1,1
180000,992103,1,0,0,0,0,0,0,1,1,1,1,1,1,163508,167200,160780,162564,166921,171130,2,2
300000,-936,1,-1,-1,-1,-1,-2,-2,1,1,0,0,0,1,757,261,586,-530,-852,-1158,2,2
80000,219972,1,0,0,0,0,0,0,1,1,1,1,1,1,52699,58095,28145,30688,24777,25568,2,1
70000,151729,1,1,2,2,2,0,0,0,1,0,1,1,1,23626,22934,26540,25756,27433,25440,2,1
50000,2975,1,-1,2,-1,-1,2,-1,0,1,1,0,1,1,786,389,381,634,259,526,2,1
50000,2007,1,3,2,2,2,2,-1,0,0,0,0,1,0,192,203,213,224,203,972,2,1
420000,2425505,1,2,2,2,0,0,0,1,0,1,1,1,1,426445,436983,428725,425356,354867,353129,2,2
340000,3892,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1710,677,384,324,479,318,2,2
140000,361920,1,2,0,0,0,0,0,1,1,1,1,1,1,75422,74223,65391,53642,49334,43908,2,2
200000,973762,1,0,0,2,0,0,2,1,0,1,1,0,1,187497,200778,196932,187881,101282,99392,2,2
100000,196461,1,0,0,0,0,0,-2,1,1,1,0,0,0,46733,48450,49867,51411,0,0,2,1
210000,35477,1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,584,135,445,15363,8466,10484,2,2
210000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
60000,70883,1,2,0,0,0,2,2,1,1,1,0,1,0,9495,10541,11280,13006,12559,14002,2,1
110000,2611,1,3,2,2,3,3,2,0,0,0,0,0,1,464,461,457,454,461,314,2,1
80000,330240,1,2,2,2,2,2,2,1,1,1,1,1,0,51220,50984,55166,56666,57435,58769,2,1
140000,551257,1,1,2,2,2,0,0,1,1,0,1,1,1,89593,92216,93871,90985,91526,93066,2,2
50000,8965,1,0,0,-1,-1,-2,-2,0,1,0,0,0,0,3229,0,5736,0,0,0,2,1
80000,400064,1,2,0,0,0,0,0,1,1,1,1,1,1,77181,78304,79483,70651,48357,46088,2,1
300000,1290323,1,1,-1,0,0,0,0,1,1,1,1,1,1,114349,238086,236251,233619,234689,233329,2,2
60000,200617,1,0,0,0,0,0,2,1,1,1,1,0,1,29333,30336,31833,33594,38130,37391,2,1
130000,178517,1,0,0,0,2,2,2,1,1,0,1,0,1,25977,28022,30843,30031,32138,31506,2,2
70000,76750,1,1,2,2,2,2,2,0,1,0,1,0,1,11313,10832,13639,13120,14106,13740,2,1
260000,409587,1,0,0,0,0,0,0,1,1,1,1,1,1,135511,65993,60890,52557,51492,43144,2,2
230000,79982,1,0,0,0,0,0,0,1,1,1,1,1,1,9599,11437,13260,14736,15480,15470,2,2
450000,315239,1,1,2,2,2,-2,-2,1,1,0,0,0,0,153283,151704,10252,0,0,0,2,2
150000,487353,1,2,2,2,2,2,3,1,1,0,1,1,1,57509,58587,64803,63030,120657,122767,2,2
110000,476676,1,0,0,0,0,2,2,1,1,1,0,1,0,70302,74147,77955,84654,82395,87223,2,1
220000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
30000,135268,1,3,2,2,0,0,2,1,0,1,1,0,1,19957,20735,20119,22749,26100,25608,2,1
200000,421719,1,2,2,2,2,2,2,1,1,0,1,1,1,64185,65537,66906,65237,79135,80719,2,2
400000,489349,1,0,0,0,0,0,0,1,1,1,1,1,1,95028,97086,98283,84704,58624,55624,2,2
100000,209211,1,2,2,2,0,0,2,1,0,1,1,1,1,33213,34356,33515,34220,36564,37343,2,1
20000,108220,1,2,2,2,2,4,3,1,1,1,0,0,0,14314,17078,17824,20253,19666,19085,2,1
30000,188229,1,6,6,5,4,3,2,0,0,0,0,0,1,33661,32858,32071,31029,30119,28491,1,1
90000,79318,1,2,2,2,2,2,2,1,1,1,1,1,0,11536,12550,13551,13734,13908,14039,1,1
20000,90983,1,0,0,0,0,0,0,1,1,1,1,1,1,12724,14096,14856,16093,16430,16784,2,1
100000,256545,1,0,0,0,0,2,2,1,1,1,1,0,1,37740,39624,42497,45220,46170,45294,2,1
20000,2205,1,3,2,2,2,2,2,0,0,0,0,0,0,350,365,380,395,365,350,2,1
10000,51424,1,0,0,0,0,0,0,1,1,1,1,1,0,8313,8456,8656,9534,6737,9728,1,1
120000,61663,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,61663,0,0,0,0,0,2,1
120000,260447,1,0,0,0,0,0,0,1,1,1,1,1,1,45371,52421,50445,45046,35408,31756,1,1
80000,12739,1,1,2,-1,-1,-1,-1,1,1,1,1,1,1,3722,779,2619,1355,937,3327,1,1
90000,275519,1,0,0,2,0,0,0,1,1,1,1,1,1,49280,51428,47753,45968,43939,37151,1,1
120000,706850,1,0,0,0,0,0,0,1,1,1,1,1,1,120972,118611,118280,116188,115122,117677,1,1
250000,15481,1,3,2,2,2,2,2,0,0,0,0,0,0,2558,2577,2596,2615,2577,2558,2,2
330000,16391,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,16391,0,0,0,0,0,2,2
310000,2525,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2525,0,0,0,0,0,2,2
20000,9025,1,-1,0,-1,-1,2,0,1,1,1,0,0,1,1541,1280,1279,2144,1592,1189,2,1
30000,141448,1,1,-1,-1,2,0,0,1,1,0,1,1,1,0,26249,29109,28333,29081,28676,2,1
50000,285953,1,0,0,2,2,2,2,1,1,1,1,1,1,42523,46534,46836,50800,50548,48712,2,1
100000,229041,1,2,0,0,2,2,2,1,1,1,1,1,1,34752,36090,39416,39259,39570,39954,1,1
130000,428338,1,2,2,2,2,2,2,1,0,1,1,1,1,68745,70024,68338,72473,73591,75167,2,2
10000,38842,1,1,2,2,2,0,0,0,1,0,1,1,1,8129,6387,8680,5952,4465,5229,2,1
300000,1752287,1,2,2,2,2,2,2,1,1,1,1,1,1,285209,291320,293541,293095,291921,297201,2,2
160000,1983,1,1,-1,-1,-1,0,-1,1,0,1,0,1,1,0,659,0,652,334,338,2,2
80000,394535,1,0,0,0,0,0,2,1,1,1,1,0,1,72451,77834,78476,69689,48679,47406,2,1
30000,84764,1,1,4,3,2,2,3,0,0,1,1,0,0,14603,14099,13601,13896,14548,14017,2,1
200000,550810,1,2,2,2,0,0,0,1,0,1,1,1,1,89097,91068,89074,90027,92863,98681,2,2
50000,118298,1,0,0,0,0,0,0,1,1,1,1,1,1,18822,19995,21011,20492,19002,18976,2,1
180000,9990,1,-1,-1,-1,0,-1,-1,1,1,1,1,1,1,1207,465,2798,3114,1057,1349,2,2
100000,2387,1,-1,-1,2,2,-1,-1,1,0,0,1,0,0,404,792,399,0,792,0,2,1
250000,812808,1,0,0,0,0,0,0,1,1,1,1,1,1,249859,191344,90542,92329,93393,95341,1,2
50000,215086,1,3,2,3,2,2,2,1,0,1,0,1,0,33794,36430,35577,36304,35409,37572,2,1
470000,2772026,1,2,2,0,0,0,0,0,1,1,1,1,1,519881,498985,494231,470538,398484,389907,2,2
160000,92919,1,2,2,0,0,2,2,0,1,1,0,1,0,14179,13667,14699,16608,16023,17743,2,2
250000,407,1,-2,-2,-2,-2,-2,-2,0,1,0,0,0,0,0,0,407,0,0,0,2,2
200000,269414,1,2,2,2,2,2,2,1,1,1,1,1,0,44423,45388,45863,45782,47410,40548,2,2
360000,7039,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,341,764,2209,350,1840,1535,2,2
200000,3942,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,636,654,672,690,654,636,2,2
180000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
20000,109272,1,0,0,0,0,0,0,1,1,1,1,1,1,15943,16952,17977,18990,19426,19984,2,1
50000,112480,1,0,0,2,3,2,2,1,1,0,0,1,0,15080,18310,20110,19495,18892,20593,2,1
30000,176226,1,0,0,0,0,0,0,1,1,1,1,1,1,29132,30638,30453,28206,28686,29111,2,1
180000,710607,1,1,2,2,2,2,0,1,1,1,0,1,1,114964,117575,119318,120882,117458,120410,2,2
100000,187461,1,0,0,0,0,0,0,1,1,1,1,1,1,30504,31498,32575,33488,28919,30477,2,1
150000,805239,1,0,0,0,0,0,0,1,1,1,1,1,1,152389,122551,129566,131481,133234,136018,2,2
30000,128330,1,2,2,2,0,0,0,1,0,1,1,0,0,25861,29131,28402,29346,15590,0,2,1
500000,203385,1,0,0,0,0,0,0,1,1,1,1,1,1,50154,45995,44592,25407,21151,16086,2,2
350000,13614,1,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,2391,1670,537,7497,0,1519,2,2
50000,129116,1,0,0,0,0,0,0,1,1,1,1,1,1,29321,20501,20853,20250,19561,18630,2,1
20000,111292,1,0,0,0,2,0,0,1,1,0,1,1,1,19812,19536,20480,19771,19995,11698,1,1
120000,327848,1,2,0,0,0,0,0,1,1,1,1,1,1,52073,52612,53768,54878,56465,58052,2,1
360000,4561,1,-2,-2,-2,-2,-2,-2,0,0,0,1,1,0,15,16,18,20,1968,2524,2,2
120000,408235,1,0,0,0,0,0,-1,1,1,1,1,1,1,115484,54936,56556,58035,17436,105788,2,1
50000,239482,1,2,0,0,0,0,0,1,1,1,1,1,1,79263,40923,40874,41585,18817,18020,2,1
300000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
150000,588164,1,0,0,0,0,0,-2,1,1,1,0,0,0,142329,145226,150131,150478,0,0,2,2
50000,2490,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,413,415,416,418,415,413,2,1
140000,762679,1,0,0,0,0,0,0,1,1,1,1,1,1,139300,138112,140740,139415,103946,101166,2,2
350000,148141,1,0,0,-1,0,-1,-1,1,1,1,1,1,1,32618,16689,32622,16692,16689,32831,2,2
170000,8402,1,2,2,-2,-2,-2,-1,0,0,0,0,1,0,2114,0,0,0,0,6288,2,2
20000,91119,1,0,0,0,0,0,-1,1,1,1,1,1,0,17607,18877,34931,9330,9600,774,2,1
50000,184757,1,0,0,0,0,0,0,1,1,1,1,1,1,31849,28511,60005,25405,19585,19402,2,1
90000,270362,1,0,0,0,0,-2,-2,1,1,0,0,0,0,87157,90720,92485,0,0,0,2,1
500000,2657881,1,2,0,0,-1,0,0,1,1,1,1,1,1,510347,473544,167621,501415,508173,496781,2,2
300000,3057,1,1,-1,3,2,-1,-1,1,0,0,1,1,1,0,840,853,477,450,437,2,2
230000,1345478,1,2,0,0,0,0,0,1,1,1,1,1,1,225017,229652,229178,229477,213371,218783,2,2
50000,111931,1,1,2,2,2,2,2,1,1,1,1,0,1,17423,17857,18294,18696,20391,19270,2,1
10000,3854,1,1,-1,2,2,0,0,1,1,0,0,0,0,0,989,1215,831,819,0,3,1
550000,2973716,1,2,2,2,0,0,2,1,0,1,1,0,1,491809,534277,494668,504896,501462,446604,3,2
150000,126643,1,2,2,0,0,2,2,0,1,1,1,0,1,17347,16786,17551,24952,25279,24728,3,2
150000,21206,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3984,3175,2682,2499,4137,4729,3,2
300000,5699,1,-2,-2,-2,-2,-2,-2,0,0,1,1,0,0,1237,-21,-30,2128,2394,-9,3,2
100000,514686,1,2,2,2,3,2,2,1,1,0,1,1,1,81549,83207,88287,86000,86856,88787,3,1
300000,957973,1,2,2,2,2,2,2,1,1,0,1,1,1,148300,158272,160291,156227,165598,169285,3,2
30000,164870,1,0,0,0,0,0,0,1,1,1,1,1,0,24949,26289,27569,27897,28843,29323,3,1
140000,606043,1,0,0,0,0,0,0,1,1,1,1,1,1,133178,135896,81609,83925,84868,86567,3,2
160000,2815,1,0,0,0,-2,-1,-1,1,0,0,1,1,1,4049,4338,-1808,-5526,743,1019,3,2
500000,9988,1,-1,2,2,-2,-1,-1,1,0,0,1,1,1,5031,570,21,23,1343,3000,3,2
500000,1823674,1,2,0,0,0,0,0,1,1,1,1,1,1,613895,512568,334277,145539,125978,91417,3,2
